"INFORMATION TYPE","RESERVE GROUP","DATE","PERIOD","PRICE ($/MWh)"
"MRP","PRIRESD","01-Aug-2023","48","0.30"
"MRP","PRIRESE","01-Aug-2023","48","0.12"
"MRP","CONRESA","02-Aug-2023","1","0.02"
"MRP","CONRESB","02-Aug-2023","1","0.02"
"MRP","CONRESC","02-Aug-2023","1","0.01"
"MRP","CONRESD","02-Aug-2023","1","0.01"
"MRP","CONRESE","02-Aug-2023","1","0.00"
"MRP","PRIRESA","02-Aug-2023","1","0.01"
"MRP","PRIRESB","02-Aug-2023","1","0.01"
"MRP","PRIRESC","02-Aug-2023","1","0.01"
"MRP","PRIRESD","02-Aug-2023","1","0.01"
"MRP","PRIRESE","02-Aug-2023","1","0.00"
"MRP","CONRESA","02-Aug-2023","2","0.10"
"MRP","CONRESB","02-Aug-2023","2","0.09"
"MRP","CONRESC","02-Aug-2023","2","0.08"
"MRP","CONRESD","02-Aug-2023","2","0.06"
"MRP","CONRESE","02-Aug-2023","2","0.03"
"MRP","PRIRESA","02-Aug-2023","2","0.01"
"MRP","PRIRESB","02-Aug-2023","2","0.01"
"MRP","PRIRESC","02-Aug-2023","2","0.01"
"MRP","PRIRESD","02-Aug-2023","2","0.01"
