"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)"
"MFP","12-Feb-2024","46","9.80"
"MFP","12-Feb-2024","47","9.80"
"MFP","12-Feb-2024","48","9.80"
"MFP","13-Feb-2024","1","10.00"
"MFP","13-Feb-2024","2","10.00"
"MFP","13-Feb-2024","3","9.80"
"MFP","13-Feb-2024","4","9.80"
"MFP","13-Feb-2024","5","9.80"
"MFP","13-Feb-2024","6","9.80"
"MFP","13-Feb-2024","7","9.80"
"MFP","13-Feb-2024","8","9.80"
"MFP","13-Feb-2024","9","9.80"
"MFP","13-Feb-2024","10","9.80"
"MFP","13-Feb-2024","11","9.80"
"MFP","13-Feb-2024","12","10.00"
"MFP","13-Feb-2024","13","10.00"
"MFP","13-Feb-2024","14","10.03"
"MFP","13-Feb-2024","15","24.68"
"MFP","13-Feb-2024","16","15.00"
"MFP","13-Feb-2024","17","10.00"
"MFP","13-Feb-2024","18","22.22"
"MFP","13-Feb-2024","19","10.00"
"MFP","13-Feb-2024","20","15.00"
"MFP","13-Feb-2024","21","10.00"
"MFP","13-Feb-2024","22","10.00"
"MFP","13-Feb-2024","23","9.80"
"MFP","13-Feb-2024","24","9.80"
"MFP","13-Feb-2024","25","10.00"
"MFP","13-Feb-2024","26","10.00"
"MFP","13-Feb-2024","27","10.00"
"MFP","13-Feb-2024","28","10.03"
"MFP","13-Feb-2024","29","15.00"
"MFP","13-Feb-2024","30","15.00"
"MFP","13-Feb-2024","31","15.00"
"MFP","13-Feb-2024","32","15.00"
"MFP","13-Feb-2024","33","15.00"
"MFP","13-Feb-2024","34","16.97"
"MFP","13-Feb-2024","35","15.00"
"MFP","13-Feb-2024","36","15.00"
"MFP","13-Feb-2024","37","24.68"
"MFP","13-Feb-2024","38","22.22"
"MFP","13-Feb-2024","39","24.68"
"MFP","13-Feb-2024","40","15.00"
"MFP","13-Feb-2024","41","15.00"
"MFP","13-Feb-2024","42","15.00"
"MFP","13-Feb-2024","43","9.80"
"MFP","13-Feb-2024","44","9.80"
"MFP","13-Feb-2024","45","9.80"
"MFP","13-Feb-2024","46","9.80"
"MFP","13-Feb-2024","47","9.80"
"MFP","13-Feb-2024","48","9.80"
"MFP","14-Feb-2024","1","10.00"
"MFP","14-Feb-2024","2","10.00"
"MFP","14-Feb-2024","3","5.03"
"MFP","14-Feb-2024","4","10.00"
"MFP","14-Feb-2024","5","10.00"
"MFP","14-Feb-2024","6","10.00"
"MFP","14-Feb-2024","7","5.03"
"MFP","14-Feb-2024","8","5.03"
"MFP","14-Feb-2024","9","10.00"
"MFP","14-Feb-2024","10","10.00"
"MFP","14-Feb-2024","11","0.01"
"MFP","14-Feb-2024","12","9.80"
"MFP","14-Feb-2024","13","10.00"
"MFP","14-Feb-2024","14","10.00"
"MFP","14-Feb-2024","15","15.00"
"MFP","14-Feb-2024","16","10.00"
"MFP","14-Feb-2024","17","9.80"
"MFP","14-Feb-2024","18","15.00"
"MFP","14-Feb-2024","19","12.97"
"MFP","14-Feb-2024","20","15.00"
"MFP","14-Feb-2024","21","15.00"
"MFP","14-Feb-2024","22","15.00"
"MFP","14-Feb-2024","23","9.80"
"MFP","14-Feb-2024","24","9.80"
"MFP","14-Feb-2024","25","10.00"
"MFP","14-Feb-2024","26","10.00"
"MFP","14-Feb-2024","27","12.97"
"MFP","14-Feb-2024","28","9.99"
"MFP","14-Feb-2024","29","9.99"
"MFP","14-Feb-2024","30","15.00"
"MFP","14-Feb-2024","31","15.00"
"MFP","14-Feb-2024","32","15.00"
